,main_post,reply_post,fold,label
1897,"سماحة السيد ما تحدى الدولة كما تزوِّرون، سماحته طلب من الدولة أن تتصدى لكارتيلات الإحتكار والمافيات والسماسرة كي لا يتم اللجوء إلى البديل من أجل إنقاذ الناس.

كفاكم تزويراً وكذباً، أنتم بذلك تثبتون أنكم مجرد أبواق لهذه المافيات.

#السيد_منور_المنار",<USER> تحدى الفساد و اذا الدولة و رموزها فاسدين فتحدى الدولة .. وين الغلط,3,Neutral
1898,هل ينقذ المفتي لبنان وشعبه؟,"<USER> متل ما فشل البطرك في إنقاذ لبنان  برحيل عهدكم
 دولة الشيخ سعد رفيق الحريري المعظم حفظه الله  جاثم على قلوبكم وعقولهم  الي ان ترحلوا والي مزبلة التاريخ قريبا جدا جدا",0,Negative
1899,استعادة الأموال المحوّلة للخارج: قدّمنا القانون ولا يزال عالقا. ليش؟ لأن حوّلوا الأموال بصورة استنسابية، وكلّهم سياسيين نافذين وأصحاب مصارف ومساهمين فيها. وفوق هيك، بينظّروا علينا بالحفاظ على اموال المودعين. بيهرّبوها  وبيبكوا عليها.,<USER> حرامي بدو يعمل قانون ل استعادة الاموال يلي سرقها …خدلك بقى 🤣🤣 #ثورة_سرقها_الزعران #تيار_بلا_شرف #تيار_العهر #الزمك_جبران,3,Negative
1900,أدعو وزير الصحة إلى إيقاف الوحش الذي يحمل شهادة طبيب والذي قام بضرب المريضة التي تبحث عن ثمن قطع لا تغطيها الوزارة داخل عيادته . علوش من فصيلة الوحوش إطردوه.,"<USER> يا زلمي نسيت كيف هجمت على المراسلة متل الوحش بعقر دارك ؟؟؟
ما تلعب دور الطفل البريء",2,Negative
1901,"وسائل اعلام إسرائيلية (موقع i24news) ـــ مسؤول تركي لصحيفة اسرائيلية: ""سنطبع علاقاتنا مع اسرائيل بعد اقامة الحكومة الجديدة""",<USER> ليش زعلان ما حزبك مطبع منذ عام ٢٠٠٠ وحامي حدود اسرائيل,2,Neutral
1902,طيب يعني كل ما قرروا ١٥ أزعر يقطعو طريق بتتفرج عليهم القوى الأمنية وبيذلو الناس بالشوب وبأزمة البنزين . طيب يعني هني هلق عبيزعجو المسؤولين عن الأزمة أو عبيزعجو المواطن المعتر؟. خلصنا بقا عنا ١٢٠ ألف عسكري ما حدا يقنعني إنو ما فيهن يمنعو قطع الطرق الرئيسية .,<USER> بدل ما توجه سهامك الى من قطع الحليب عن الاطفال و قطع البنزين والمازوت والكهربا والخبز والدوا عن الناس وعن الشعب الفقير … بدك تلوم يلي عم يقطع الطريق لانو ما بقى في بايدو شي تاني يعملو !!!!!!! …. والله امركم عجيب ايها السياسيون في لبنان,3,Negative
1903,"رن تلفوني اليوم صباحاً، وقلّي اللي طالبني وين عنوان البيت، أنا من قبل الرئيس نجيب ميقاتي.
دلّيتو، وصل وفات حامل مغلف فيه ٥٠٠$ كاش، وقلي تفضل من الرئيس ميقاتي، هودي ال ٥٠٠$ اللي دفعتن بالتسعينات لما حجزت رقمك الخليوي، بلّش دولتو يردّن متل ما وَعَد..ورنّ تلفوني مرة تانية ووعيت!",<USER> انفخواااا يا قزم يا نس... اتفه منك ما صار,0,Negative
1904,كم جميل أن التقي شخصيات عربية على أرض إسرائيل التي باتت مقصدًا ووجهةً لناشطي ومحبي السلام. وكان لي الشرف اليوم في لقاء ابن #النيل   الصديق المصري حسين أبو بكر منصور الذي جاء في بعثة هدفها الأول والأخير #التلاقي #التعايش و #السلام <USER> <link>,<USER> <USER> هو ابن النيل كلامه مكسر مش مصري ليه😂😂لما تيجوا تفبركوا فبركوا صح يابهايم 😂😂,3,Neutral
1905,"الروابط بين حماس والحوثيين باتت أشد من كل خلاف.
القاسم المشترك الأول متمثل بخدمة مصالح إيران أما القاسم الثاني استهداف أكثر  مدن المسلمين قدسية؛الصواريخ الحوثية باتجاه أطهر القبلتين مكة المكرمة والمدينة المنورة والصواريخ الحمساوية تجاه مدينة القدس أولى القبلتين وثالث الحرمين <link>","<USER> انا والله مصدوم باقي تطلع المنبر وتندع لنا خطبة
لعنك الله يايهودي ياوقح 😂😂",4,Negative
1906,"للعماد عون أقول نحن لا نثق الا بك وايماننا بقدرتك لا يهتز والسفهة الشتامون لا يمثلون الا قلة قليلة فيما الأكثرية على يقين انك لم تسفك دماءً ولم تمد يدك على المال العام
<USER>","<USER> <USER> شو بيقربك سامي عون؟

في شي براسكن انتو؟
على شو شادد فيه لختيار النحس؟ شو أنجز بحياة عمرو؟ شو عمل شي واحد منيح...سمّي",0,Negative
1907,ناوي السندباد يغط بهالبلاد تنألف حكومة رحمة بالعباد!!!!,"<USER> ما عندكم بيي الكل 
محل الله بعدك عم بطالب بالسندباد",2,Neutral
1908,الرئيس عون اتصل بوزير الداخلية والبلديات العميد محمد فهمي وعدد من القادة الأمنيين وطلب اليهم مساعدة الأجهزة الإدارية المعنية في منع تخزين المحروقات ووضعها بتصرف المواطنين والتشدد في تطبيق القوانين مع المخالفين الى حين تراجع الأزمة خلال ال 48 ساعة المقبلة,"<USER> وحياة الله عم نعذّبك معنا يا كبير ! 
مين نكزك ونقّزك 😲",0,Negative
1909,صرف الاحتياطي الإلزامي يعني القضاء عمليا على كل فرصة للنهوض الاقتصادي مجددا، بالإضافة إلى القضاء على القطاع المصرفي كقطاع، وبالتالي القضاء على الدورة الاقتصادية ككل.,<USER> يا عمي انت كل يوم بتطلع بتويت ما خصوا ببعضوا بما انو ما لكشوك بالانتخابات المبكرة اتجهت البوصلة تبعك على الاحتياطي الالزامي انت يا مسطول  هيدا ميشال عون يا بهيم  بدوا يدقدبالاحتياطي الالزامي ولا المهم تشد غصب الشعب ما رح يطلعلك لو طلع براسك ريش رئيس ما رح تعمل,0,Negative
1910,"إذا لم يتم إجراء الانتخابات ونتج عنها أشخاص جدد من خارج المنظومة الفاسدة فلن يكون هنالك أي أمل بالإصلاح ومحاربة الفساد والنهوض بالبلد.
<USER> 
#نهاركم_سعيد",<USER> <USER> ييي على هيدا الحكي، هلق بيزعل منك جبران وبيبطل بيفكر يعملك رئيس للحكومه🙈,2,Neutral
1911,رجع #سعد_الحريري الى بيروت..نصحه البعض أن يرجع الى #ضميره، فقال لهم: من يوم اللي اطلقو سراحي بالرياض بقي هونيك..,"<USER> يا خنازير ب تيار وطني الخرا الحر وطز 
ان عجبكن ولا ماعجبكن دولة الرئيس رئيس حكومة لبنان ان استقال ولاةما ترجع بل انتخبات وغير انتخبات ابد يضل رئيس حكومة البلد ونحنا من قلك بل انتخبات بدو يقوا اكتر من قبل",1,Negative
1912,لا أستغرب أن ينبري ياسين جابر للإساءة فهو يسيء لنفسه منذ سنين طويلة ويدفع ثمن مقعده في كل دورة إنتخابية أما موضوع التوجه شرقاً فطبيعي أن يكون ضده فهو يحمي حساباته بتبييض الطناجر مع الأميركيين وبالمناسبة هو أحد وشاة السفارة البارزين .,<USER> انت ما شاء الله عليك شو بريء! أنت تعرف تماماً بأن ياسين جابر من ثوابت نبيه بري فاحكيها بالمباشر أم أن ذلك يُحرِج مشغّلك!,4,Negative
1913,"تافهات أنتنّ يا بعض الفنانات والممثلات،تخطيتنّ تفاهة الإعلاميات بأشواط.
ركّزن على أشكالكنّ وعلى الإثارة الجسديّة لديكنّ، ولا تتحدّثن بالسياسة والثورة والوطن،
حافظن على صوركنّ الجميلة واخرسن،فقباحة ما تتفوّهن به يجعلكّن مومياءاتٍ محنطًات تنبعث منها رائحة الغباء والبغاء فقط..",<USER> إحترم حالك يا شربل عيب😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,0,Negative
